RP23-100C5.1	ETG51792	Ptpra	Ppp2r1a	Rptpalpha|Ptpa|PTPalpha|RPTRalpha|Rptra	6330556D22Rik|PP2A|PR65	Affinity Capture-Western	Fellner T (2003)	12952889	10090	10090
ETG214669	RP23-419G22.4	L3mbtl2	Smc1a	4732493N06Rik|M4mbt	5830426I24Rik|Smc1alpha|mKIAA0178|Smc1l1|SMCB|SMC-1A|SB1.8|Smc1	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG13006	L3mbtl2	Smc3	4732493N06Rik|M4mbt	SMC-3|Mmip1|SmcD|Cspg6|HCAP|Bamacan	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG11545	L3mbtl2	Parp1	4732493N06Rik|M4mbt	AI893648|parp-1|C80510|Adprp|sPARP-1|5830444G22Rik|PARP|PPOL|Adprt1	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG20466	L3mbtl2	Sin3a	4732493N06Rik|M4mbt	Sin3|mSin3A|mKIAA4126|AW553200	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG20586	L3mbtl2	Smarca4	4732493N06Rik|M4mbt	HP1-BP72|Brg1|SNF2beta|SW1/SNF	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG20588	L3mbtl2	Smarcc1	4732493N06Rik|M4mbt	BAF155|Rsc8|AI115498|SRG3	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-328F3.2	L3mbtl2	Wdr5	4732493N06Rik|M4mbt	2410008O07Rik|AA960360|AA408785|Big-3|Big	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG15201	L3mbtl2	Hells	4732493N06Rik|M4mbt	E130115I21Rik|PASG|Lysh|YFK8|LSH|AI323785	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG93762	L3mbtl2	Smarca5	4732493N06Rik|M4mbt	4933427E24Rik|D030040M08Rik|Snf2h|D330027N15Rik|MommeD4	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-353J21.1	L3mbtl2	Cbx1	4732493N06Rik|M4mbt	Cbx-rs2|E430007M08Rik|Cbx|HP1B|M31|MOD1	Affinity Capture-MS	Qin J (2012)	22770845	10090	10090
ETG214669	ETG107932	L3mbtl2	Chd4	4732493N06Rik|M4mbt	AA617397|D6Ertd380e|Mi-2beta|mKIAA4075|9530019N15Rik|BC005710	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-209C6.7	L3mbtl2	Hdac1	4732493N06Rik|M4mbt	HD1|Hdac1-ps|RPD3|MommeD5	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG17192	L3mbtl2	Mbd3	4732493N06Rik|M4mbt	AI181826|AU019209	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG116871	L3mbtl2	Mta3	4732493N06Rik|M4mbt	1110002J22Rik|mKIAA1266	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG15182	L3mbtl2	Hdac2	4732493N06Rik|M4mbt	mRPD3|Yy1bp|D10Wsu179e|YAF1	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-391E6.3	L3mbtl2	Rbbp4	4732493N06Rik|M4mbt	mRbAp48	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-436I3.1	L3mbtl2	Rbbp7	4732493N06Rik|M4mbt	AU019541|AA409861|AI173248|mRbAp46|BB114024	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG50496	L3mbtl2	E2f6	4732493N06Rik|M4mbt	AI462434|EMA|E2F6b	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG19821	L3mbtl2	Rnf2	4732493N06Rik|M4mbt	AI450156|AI326319|AU019207|dinG|Ring1B	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG12417	L3mbtl2	Cbx3	4732493N06Rik|M4mbt	M32|HP1g	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG56353	L3mbtl2	Rybp	4732493N06Rik|M4mbt	2410018J24Rik|YEAF1|DEDAF	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	RP23-349B4.3	L3mbtl2	Ehmt2	4732493N06Rik|M4mbt	Bat8|G9a|NG36|D17Ertd710e|KMT1C	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG214669	ETG18999	L3mbtl2	Pou5f1	4732493N06Rik|M4mbt	Otf-3|Oct3|Oct-3/4|Otf3|Oct3/4|Oct-3|Oct4|Otf-4|Oct-4|Otf3-rs7|Otf4|NF-A3|Otf3g	Affinity Capture-Western	Qin J (2012)	22770845	10090	10090
ETG15900	RP23-308N2.10-003	Irf8	Zbtb17	ICSBP|AI893568|Myls|IRF-8|Icsbp1	Lp-1|Miz1|Zfp100|mZ13|AA589413	PCA	Alter-Koltunoff M (2008)	18045875	10090	10090
ETG21685	ETG21685	Tef	Tef	2310028D20Rik	2310028D20Rik	Reconstituted Complex	Drolet DW (1991)	1916262	10090	10090
ETG21685	ETG13170	Tef	Dbp	2310028D20Rik	N/A	Reconstituted Complex	Drolet DW (1991)	1916262	10090	10090
ETG26413	ETG14158	Mapk1	Fert2	ERK|AA407128|AU018647|C78273|Erk2|MAPK2|Prkm1|p42mapk|p41mapk|PRKM2|9030612K14Rik	Fer|Fert|AV082135|C330004K01Rik	Affinity Capture-Western	Salem Y (2005)	15567065	10090	10090
ETG19091	RP23-386E10.6	Prkg1	Lasp1	Prkgr1b|CGKI|AW125416|Gm19690|Prkg1b	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	Biochemical Activity	Keicher C (2004)	15465019	10090	10090
ETG18747	RP23-386E10.6	Prkaca	Lasp1	PKA|Cs|Pkaca|PKCD	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	Biochemical Activity	Keicher C (2004)	15465019	10090	10090
RP23-386E10.6	ETG22793	Lasp1	Zyx	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	9530098H06Rik|R75157	Reconstituted Complex	Keicher C (2004)	15465019	10090	10090
RP23-386E10.6	ETG22323	Lasp1	Vasp	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	AA107290	Reconstituted Complex	Keicher C (2004)	15465019	10090	10090
RP23-386E10.6	ETG210126	Lasp1	Lpp	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	AA959454|B130055L10Rik|AU024130|D630048H16|C79715|9430020K16Rik	Reconstituted Complex	Keicher C (2004)	15465019	10090	10090
ETG11475	RP23-386E10.6	Acta2	Lasp1	Actvs|0610041G09Rik|alphaSMA|a-SMA|SMalphaA	SH3P6|Def-4|Tg(Col1a1-lacZ)1Ngma|AA408629	Co-purification	Keicher C (2004)	15465019	10090	10090
ETG18504	ETG19645	Pax2	Rb1	Pax-2|Opdc	Rb-1|pRb|Rb	Affinity Capture-Western	Yuan SS (2002)	12200151	10090	10090
ETG19645	ETG18504	Rb1	Pax2	Rb-1|pRb|Rb	Pax-2|Opdc	Affinity Capture-Western	Yuan SS (2002)	12200151	10090	10090
ETG226896	ETG226896	Tfap2d	Tfap2d	Tcfap2d	Tcfap2d	Reconstituted Complex	Zhao F (2001)	11522791	10090	10090
ETG15194	ETG19712	Htt	Rest	C430023I11Rik|AI256365|Hdh|IT15|HD	NRSF|2610008J04Rik|AA407358	Affinity Capture-Western	Zuccato C (2003)	12881722	10090	10090
ETG19712	ETG15194	Rest	Htt	NRSF|2610008J04Rik|AA407358	C430023I11Rik|AI256365|Hdh|IT15|HD	Affinity Capture-Western	Zuccato C (2003)	12881722	10090	10090
RP23-161B9.6	ETG67788	Swi5	Sfr1	AI046671|1500019F05Rik|2900010J23Rik	Meir5|6330577E15Rik	Two-hybrid	Akamatsu Y (2010)	20976249	10090	10090
ETG67788	RP23-161B9.6	Sfr1	Swi5	Meir5|6330577E15Rik	AI046671|1500019F05Rik|2900010J23Rik	Two-hybrid	Akamatsu Y (2010)	20976249	10090	10090
RP23-161B9.6	ETG67788	Swi5	Sfr1	AI046671|1500019F05Rik|2900010J23Rik	Meir5|6330577E15Rik	Affinity Capture-Western	Akamatsu Y (2010)	20976249	10090	10090
ETG67788	RP23-161B9.6	Sfr1	Swi5	Meir5|6330577E15Rik	AI046671|1500019F05Rik|2900010J23Rik	Affinity Capture-Western	Akamatsu Y (2010)	20976249	10090	10090
ETG11827	RP23-26L6.8	Aqp2	Vamp2	jpk|WCH-CD|AQP-CD|cph	Syb2|sybII|Syb-2	Co-purification	Procino G (2008)	18505797	10090	10090
ETG11827	RP23-455G15.3	Aqp2	Vamp3	jpk|WCH-CD|AQP-CD|cph	D130027G05Rik|ceb|VAMP-3	Co-purification	Procino G (2008)	18505797	10090	10090
ETG20908	RP23-26L6.8	Stx3	Vamp2	AA960228|Syn-3|AW536415|AV006285	Syb2|sybII|Syb-2	Affinity Capture-Western	Procino G (2008)	18505797	10090	10090
ETG20908	RP23-455G15.3	Stx3	Vamp3	AA960228|Syn-3|AW536415|AV006285	D130027G05Rik|ceb|VAMP-3	Affinity Capture-Western	Procino G (2008)	18505797	10090	10090
ETG20908	RP23-158L6.2	Stx3	Snap23	AA960228|Syn-3|AW536415|AV006285	SNAP-23|AA408749|Sndt|23kDa|Syndet	Affinity Capture-Western	Procino G (2008)	18505797	10090	10090
ETG20908	ETG20911	Stx3	Stxbp2	AA960228|Syn-3|AW536415|AV006285	Munc-18b|C79054|Unc18b|Munc-18-2|Unc18-2|Munc18b|Sxtbp2|muSec1|Sxtp2	Affinity Capture-Western	Procino G (2008)	18505797	10090	10090
RP23-238B14.2	ETG12023	Tbl1x	Barx2	Tbl1|5330429M20	Barx2b|2310006E12Rik	Affinity Capture-Western	Olson LE (2005)	15728386	10090	10090
ETG12023	RP24-535M24.1	Barx2	Tle1	Barx2b|2310006E12Rik	Grg1|Tle4l|Estm14|C230057C06Rik	Affinity Capture-Western	Olson LE (2005)	15728386	10090	10090
ETG16782	ETG14115	Lamc2	Fbln2	AA589349	5730577E14Rik	Reconstituted Complex	Sasaki T (2001)	11733994	10090	10090
ETG16782	ETG14114	Lamc2	Fbln1	AA589349	N/A	Reconstituted Complex	Sasaki T (2001)	11733994	10090	10090
ETG16782	ETG18074	Lamc2	Nid2	AA589349	nidogen-2|entactin-2|AW547149|Ly111|NID-2	Reconstituted Complex	Sasaki T (2001)	11733994	10090	10090
ETG13206	ETG56705	Ddx4	Ranbp9	VASA|Mvh|AV206478	RanBPM|IBAP-1|Ibap1	Affinity Capture-Western	Shibata N (2004)	14648869	10090	10090
ETG56705	ETG13206	Ranbp9	Ddx4	RanBPM|IBAP-1|Ibap1	VASA|Mvh|AV206478	Affinity Capture-Western	Shibata N (2004)	14648869	10090	10090
ETG60345	ETG225998	Nrip2	Rorb	AW491344|NIX1	RZR-beta|Rorbeta|Nr1f2|RZRB	Affinity Capture-Western	Greiner EF (2000)	10860982	10090	10090
ETG60345	RP23-333D2.3	Nrip2	Rara	AW491344|NIX1	RARalpha1|RAR|Nr1b1	Affinity Capture-Western	Greiner EF (2000)	10860982	10090	10090
ETG60345	ETG21834	Nrip2	Thrb	AW491344|NIX1	Thrb1|T3R[b]|Thrb2|Nr1a2|T3Rbeta|c-erbAbeta	Affinity Capture-Western	Greiner EF (2000)	10860982	10090	10090
RP23-167I12.1	ETG244218	Cntfr	Ctf2	Cntfralpha	NP|Gm494	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG244218	RP23-167I12.1	Ctf2	Cntfr	NP|Gm494	Cntfralpha	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG244218	ETG16195	Ctf2	Il6st	NP|Gm494	BB405851|CD130|D13Ertd699e|5133400A03Rik|gp130|AA389424	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG244218	ETG16880	Ctf2	Lifr	NP|Gm494	LIF|AW061234|A230075M04Rik	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG12803	RP23-167I12.1	Cntf	Cntfr	AI429687	Cntfralpha	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG12803	ETG16195	Cntf	Il6st	AI429687	BB405851|CD130|D13Ertd699e|5133400A03Rik|gp130|AA389424	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG12803	ETG16880	Cntf	Lifr	AI429687	LIF|AW061234|A230075M04Rik	Affinity Capture-Western	Derouet D (2004)	15051883	10090	10090
ETG192658	RP23-286I5.4	Rfpl4	Ube2a	Rfpl4a|D7Ertd486e	HHR6A|HR6A|Mhr6a	Affinity Capture-RNA	Suzumori N (2003)	12525704	10090	10090
ETG192658	ETG268697	Rfpl4	Ccnb1	Rfpl4a|D7Ertd486e	Cycb-4|Ccnb1-rs13|Cycb-5|Cycb1-rs1|Ccnb1-rs1|CycB1	Affinity Capture-RNA	Suzumori N (2003)	12525704	10090	10090
ETG192658	ETG19170	Rfpl4	Psmb1	Rfpl4a|D7Ertd486e	AA409053|C81484|Lmpc5	Affinity Capture-RNA	Suzumori N (2003)	12525704	10090	10090
ETG71132	RP23-336G7.2	Cabyr	Jak1	FSP-2|1700016C01Rik|4933421A18Rik|CBP86	C130039L05Rik|AA960307	Affinity Capture-MS	Li YF (2007)	17855365	10090	10090
ETG71132	ETG30957	Cabyr	Mapk8ip3	FSP-2|1700016C01Rik|4933421A18Rik|CBP86	Syd2|BB120594|Jip3|JSAP1a|JSAP1d|mKIAA1066|JSAP1c|JSAP1b|JSAP1|D17Wsu15e|JIP-3	Affinity Capture-MS	Li YF (2007)	17855365	10090	10090
ETG71132	ETG623046	Cabyr	Fscb	FSP-2|1700016C01Rik|4933421A18Rik|CBP86	EG623046	Affinity Capture-MS	Li YF (2007)	17855365	10090	10090
ETG71132	ETG13806	Cabyr	Eno1	FSP-2|1700016C01Rik|4933421A18Rik|CBP86	0610008I15|Eno-1|AL022784|MBP-1	Affinity Capture-MS	Li YF (2007)	17855365	10090	10090
ETG71132	ETG22241	Cabyr	Ulk1	FSP-2|1700016C01Rik|4933421A18Rik|CBP86	AU041434|mKIAA0722|Unc51.1	Affinity Capture-MS	Li YF (2007)	17855365	10090	10090
ETG18747	ETG623046	Prkaca	Fscb	PKA|Cs|Pkaca|PKCD	EG623046	Biochemical Activity	Li YF (2007)	17855365	10090	10090
ETG110355	RP23-183D11.1	Adrbk1	Gnb1	Adrbk-1|GRK2|Bark-1|betaARK1	AA409223|Gnb-1|C77571	Affinity Capture-Western	Tsukada S (1994)	7972043	10090	10090
RP23-91G19.5	RP23-183D11.1	Btk	Gnb1	AI528679|xid	AA409223|Gnb-1|C77571	Affinity Capture-Western	Tsukada S (1994)	7972043	10090	10090
ETG110355	ETG14702	Adrbk1	Gng2	Adrbk-1|GRK2|Bark-1|betaARK1	1110003P13Rik|82	Affinity Capture-Western	Tsukada S (1994)	7972043	10090	10090
RP23-91G19.5	ETG14702	Btk	Gng2	AI528679|xid	1110003P13Rik|82	Affinity Capture-Western	Tsukada S (1994)	7972043	10090	10090
RP23-279L23.4	ETG13982	Stat5a	Esr1	AA959963|STAT5	Estra|ERalpha|ERa|AU041214|ER-alpha|AA420328|Estr|Nr3a1|ER[a]|ESR	Affinity Capture-Western	Wang Y (2004)	15304355	10090	10090
ETG13982	RP23-279L23.4	Esr1	Stat5a	Estra|ERalpha|ERa|AU041214|ER-alpha|AA420328|Estr|Nr3a1|ER[a]|ESR	AA959963|STAT5	Affinity Capture-Western	Wang Y (2004)	15304355	10090	10090
ETG21577	ETG12501	Tcrb	Cd3e	Tib|TCRbeta	T3e|AI504783|CD3|CD3epsilon	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG21577	ETG15170	Tcrb	Ptpn6	Tib|TCRbeta	hcp|Hcph|Ptp1C|motheaten|me|SHP-1	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG12501	ETG15170	Cd3e	Ptpn6	T3e|AI504783|CD3|CD3epsilon	hcp|Hcph|Ptp1C|motheaten|me|SHP-1	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG15170	ETG22324	Ptpn6	Vav1	hcp|Hcph|Ptp1C|motheaten|me|SHP-1	Vav|vav-T	Biochemical Activity	Pani G (1996)	9064344	10090	10090
ETG22324	RP24-137E7.1	Vav1	Mapk14	Vav|vav-T	PRKM14|Csbp1|CSBP2|p38MAPK|Mxi2|p38alpha|p38a|Crk1|p38-alpha|p38|PRKM15	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG22324	ETG12503	Vav1	Cd247	Vav|vav-T	CD3-zeta|A430104F18Rik|T3z|Cd3h|CD3zeta|Tcrz|TCRk|Cd3z|CD3-eta|Cd3|AW552088|4930549J05Rik	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG22324	ETG12501	Vav1	Cd3e	Vav|vav-T	T3e|AI504783|CD3|CD3epsilon	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG21577	ETG12503	Tcrb	Cd247	Tib|TCRbeta	CD3-zeta|A430104F18Rik|T3z|Cd3h|CD3zeta|Tcrz|TCRk|Cd3z|CD3-eta|Cd3|AW552088|4930549J05Rik	Affinity Capture-Western	Pani G (1996)	9064344	10090	10090
ETG12488	ETG18764	Cd2ap	Pkd2	METS-1|AL024079|C78928|Mets1	PC2|C030034P18Rik|TRPP2	Affinity Capture-Western	Lehtonen S (2000)	10913159	10090	10090
ETG18764	ETG12488	Pkd2	Cd2ap	PC2|C030034P18Rik|TRPP2	METS-1|AL024079|C78928|Mets1	Affinity Capture-Western	Lehtonen S (2000)	10913159	10090	10090
ETG12703	RP23-443E19.2	Socs1	Pim2	SSI-1|Cish1|JAB|Cish7|SOCS-1	DXCch3|Pim-2	Affinity Capture-Western	Chen XP (2002)	11854514	10090	10090
RP23-443E19.2	ETG12703	Pim2	Socs1	DXCch3|Pim-2	SSI-1|Cish1|JAB|Cish7|SOCS-1	Affinity Capture-Western	Chen XP (2002)	11854514	10090	10090
ETG12703	ETG18712	Socs1	Pim1	SSI-1|Cish1|JAB|Cish7|SOCS-1	Pim-1	Affinity Capture-Western	Chen XP (2002)	11854514	10090	10090
RP23-443E19.2	ETG12703	Pim2	Socs1	DXCch3|Pim-2	SSI-1|Cish1|JAB|Cish7|SOCS-1	Biochemical Activity	Chen XP (2002)	11854514	10090	10090
RP23-183D11.1	ETG14702	Gnb1	Gng2	AA409223|Gnb-1|C77571	1110003P13Rik|82	Reconstituted Complex	Garcia-Higuera I (1996)	8550614	10090	10090
RP23-183D11.1	ETG14681	Gnb1	Gnao1	AA409223|Gnb-1|C77571	Galphao|AW050213|alphaO|Gnao	Reconstituted Complex	Garcia-Higuera I (1996)	8550614	10090	10090
ETG14702	ETG14681	Gng2	Gnao1	1110003P13Rik|82	Galphao|AW050213|alphaO|Gnao	Reconstituted Complex	Garcia-Higuera I (1996)	8550614	10090	10090
RP23-204G5.1	RP23-480B19.5	Bub1b	Hist1h1c	AU045529|BUBR1	His1a|H1f2|0610008C09Rik|H1c|H1.2|H1var1	Biochemical Activity	Weaver BA (2003)	12925705	10090	10090
RP23-204G5.1	ETG229841	Bub1b	Cenpe	AU045529|BUBR1	Kif10|312kDa|C530022J18|AU019344|CENP-E|BC049989	Affinity Capture-Western	Weaver BA (2003)	12925705	10090	10090
RP23-204G5.1	RP23-204G5.1	Bub1b	Bub1b	AU045529|BUBR1	AU045529|BUBR1	Biochemical Activity	Weaver BA (2003)	12925705	10090	10090
ETG18747	RP23-20F9.3	Prkaca	Mybpc3	PKA|Cs|Pkaca|PKCD	N/A	Biochemical Activity	Sadayappan S (2006)	17075052	10090	10090
RP23-166I8.5	RP23-323L8.2	Cdkn2a	Npm1	p16(INK4a)|p16INK4a|p19[ARF]|MTS1|p16|Ink4a/Arf|INK4a-ARF|Pctr1|p19ARF|Arf|ARF-INK4a	B23|NO38|Npm	Affinity Capture-Western	Brady SN (2004)	15485902	10090	10090
RP23-166I8.5	RP23-323L8.2	Cdkn2a	Npm1	p16(INK4a)|p16INK4a|p19[ARF]|MTS1|p16|Ink4a/Arf|INK4a-ARF|Pctr1|p19ARF|Arf|ARF-INK4a	B23|NO38|Npm	Affinity Capture-MS	Brady SN (2004)	15485902	10090	10090
RP23-323L8.2	RP23-166I8.5	Npm1	Cdkn2a	B23|NO38|Npm	p16(INK4a)|p16INK4a|p19[ARF]|MTS1|p16|Ink4a/Arf|INK4a-ARF|Pctr1|p19ARF|Arf|ARF-INK4a	Affinity Capture-Western	Brady SN (2004)	15485902	10090	10090
RP23-166I8.5	ETG17246	Cdkn2a	Mdm2	p16(INK4a)|p16INK4a|p19[ARF]|MTS1|p16|Ink4a/Arf|INK4a-ARF|Pctr1|p19ARF|Arf|ARF-INK4a	1700007J15Rik|AA415488|Mdm-2	Affinity Capture-Western	Brady SN (2004)	15485902	10090	10090
ETG75785	ETG14806	Klhl24	Grik2	6530402O20Rik|C85082|1110046J11Rik|4930429H24Rik	AW124492|Glur6|Glurbeta2|Glur-6	Two-hybrid	Laezza F (2007)	17254796	10090	10090
ETG75785	ETG14806	Klhl24	Grik2	6530402O20Rik|C85082|1110046J11Rik|4930429H24Rik	AW124492|Glur6|Glurbeta2|Glur-6	Affinity Capture-Western	Laezza F (2007)	17254796	10090	10090
RP23-82I5.8	ETG13430	Pde6g	Dnm2	p3AT|Pdeg	Dyn2	Affinity Capture-Western	Wan KF (2001)	11502744	10090	10090
RP23-130L11.3	RP23-294E23.2	Trpm7	Myh2	5033407O22Rik|TRPPLIK|4833414K03Rik|CHAK1|LTrpC-7|2310022G15Rik|Ltpr7|CHAK|Ltrpc7	MHC2A|Myh2a|Myhs-f|Myhsf1|MyHC-IIa|Myhs-f1	Affinity Capture-Western	Clark K (2006)	16407977	10090	10090
RP23-130L11.3	RP23-294E23.2	Trpm7	Myh2	5033407O22Rik|TRPPLIK|4833414K03Rik|CHAK1|LTrpC-7|2310022G15Rik|Ltpr7|CHAK|Ltrpc7	MHC2A|Myh2a|Myhs-f|Myhsf1|MyHC-IIa|Myhs-f1	Biochemical Activity	Clark K (2006)	16407977	10090	10090
RP23-78H4.4	ETG19339	Rph3al	Rab3a	6530413F01Rik|AI551877|Gm1753|Noc2	N/A	Affinity Capture-Western	Matsumoto M (2004)	15159548	10090	10090
RP23-78H4.4	RP23-31C9.4	Rph3al	Rab3b	6530413F01Rik|AI551877|Gm1753|Noc2	2610528C18Rik	Affinity Capture-Western	Matsumoto M (2004)	15159548	10090	10090
RP23-78H4.4	ETG67295	Rph3al	Rab3c	6530413F01Rik|AI551877|Gm1753|Noc2	3110015B08Rik|3110037E15Rik|2700062I01Rik|AI850886	Affinity Capture-Western	Matsumoto M (2004)	15159548	10090	10090
RP23-78H4.4	ETG19340	Rph3al	Rab3d	6530413F01Rik|AI551877|Gm1753|Noc2	C130057E11Rik	Affinity Capture-Western	Matsumoto M (2004)	15159548	10090	10090
RP23-237P10.2	RP23-237P10.2	Canx	Canx	1110069N15Rik|CNX|AI988026|D11Ertd153e	1110069N15Rik|CNX|AI988026|D11Ertd153e	Affinity Capture-Western	Keller SH (1996)	8798466	10090	10090
RP23-237P10.2	RP23-325P5.2	Canx	Chrna1	1110069N15Rik|CNX|AI988026|D11Ertd153e	AI385656|Achr-1|Acra|AI608266	Affinity Capture-Western	Keller SH (1996)	8798466	10090	10090
RP23-237P10.2	ETG11443	Canx	Chrnb1	1110069N15Rik|CNX|AI988026|D11Ertd153e	Acrb|Achr-2	Affinity Capture-Western	Keller SH (1996)	8798466	10090	10090
RP23-237P10.2	ETG11447	Canx	Chrnd	1110069N15Rik|CNX|AI988026|D11Ertd153e	Achr-4|L10076|Acrd	Affinity Capture-Western	Keller SH (1996)	8798466	10090	10090
ETG12721	RP23-247I1.3	Coro1a	Capzb	Clabp|Lmb3|p57|TACO	AI325129|CPbeat2|CPB2|CPbeta2|Cappb1|CPB1|1700120C01Rik|CPbeta1	Affinity Capture-Western	Gatfield J (2005)	15800061	10090	10090
ETG18764	ETG22190	Pkd2	Ubc	PC2|C030034P18Rik|TRPP2	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Tian Y (2007)	17636028	10090	10090
RP23-436K3.6	ETG12234	Taz	Btrc	AW107266|AW552613|G4.5|5031411C02Rik|9130012G04Rik	Beta-Trcp1|b-TrCP|Fbw1a|FWD1|HOS|mKIAA4123|beta-TrCP|Slimb	Affinity Capture-Western	Tian Y (2007)	17636028	10090	10090
RP23-436K3.6	RP23-94F11.1	Taz	Fbxw11	AW107266|AW552613|G4.5|5031411C02Rik|9130012G04Rik	BTRCP2|2310065A07Rik|BTRC2|Fbxw1b|HOS|AA536858|mKIAA0696	Affinity Capture-Western	Tian Y (2007)	17636028	10090	10090
ETG18764	RP23-436K3.6	Pkd2	Taz	PC2|C030034P18Rik|TRPP2	AW107266|AW552613|G4.5|5031411C02Rik|9130012G04Rik	Affinity Capture-Western	Tian Y (2007)	17636028	10090	10090
RP23-436K3.6	ETG18764	Taz	Pkd2	AW107266|AW552613|G4.5|5031411C02Rik|9130012G04Rik	PC2|C030034P18Rik|TRPP2	Biochemical Activity	Tian Y (2007)	17636028	10090	10090
ETG18159	RP23-191F22.6	Nppc	Npr2	CNP|lbab	GC-B2|GC-B|GC-B3|cn|mNPR-B	Reconstituted Complex	Tamura N (2003)	14514678	10090	10090
RP23-191F22.6	RP23-191F22.6	Npr2	Npr2	GC-B2|GC-B|GC-B3|cn|mNPR-B	GC-B2|GC-B|GC-B3|cn|mNPR-B	Affinity Capture-Western	Tamura N (2003)	14514678	10090	10090
ETG12394	ETG22190	Runx1	Ubc	AI462102|Cbfa2|AML1|Pebpa2b|Pebp2a2	Rps27a|Ubb|2700054O04Rik|TI-225|Uba52|AI194771	Affinity Capture-Western	Huang G (2001)	11179217	10090	10090
ETG12394	ETG12400	Runx1	Cbfb	AI462102|Cbfa2|AML1|Pebpa2b|Pebp2a2	PEA2|PEBP2b|Pebp2|Pebpb2|AI893578	Affinity Capture-Western	Huang G (2001)	11179217	10090	10090
ETG104324	RP23-142F14.2	Hrs2	Snap25	Hrs-2	SNAP-25|sp|Bdr	Affinity Capture-Western	Tsujimoto S (2000)	10644763	10090	10090
RP23-139F8.3	ETG50791	Acvr2a	Magi2	ActRIIa|tActRII|Acvr2	Magi-2|Acvrip1|Acvri1|AIP-1|S-SCAM|Acvrinp1|mKIAA0705	Affinity Capture-Western	Shoji H (2000)	10681527	10090	10090
RP23-139F8.3	ETG50791	Acvr2a	Magi2	ActRIIa|tActRII|Acvr2	Magi-2|Acvrip1|Acvri1|AIP-1|S-SCAM|Acvrinp1|mKIAA0705	Two-hybrid	Shoji H (2000)	10681527	10090	10090
ETG50791	RP23-139F8.3	Magi2	Acvr2a	Magi-2|Acvrip1|Acvri1|AIP-1|S-SCAM|Acvrinp1|mKIAA0705	ActRIIa|tActRII|Acvr2	Two-hybrid	Shoji H (2000)	10681527	10090	10090
ETG50791	RP23-63E8.1	Magi2	Smad3	Magi-2|Acvrip1|Acvri1|AIP-1|S-SCAM|Acvrinp1|mKIAA0705	AU022421|Madh3	Two-hybrid	Shoji H (2000)	10681527	10090	10090
ETG24069	ETG14632	Sufu	Gli1	2810026F04Rik|Su(Fu)	Zfp5|AV235269|Zfp-5	Affinity Capture-Western	Ding Q (1999)	10531011	10090	10090
ETG24069	ETG14633	Sufu	Gli2	2810026F04Rik|Su(Fu)	AW546128	Affinity Capture-Western	Ding Q (1999)	10531011	10090	10090
